                                                                                                          nrc_filename progID   aperture filter   pupil  fgs_V2ref  fgs_V3ref  fgs_V3IdlYAngle      V2ref       V3ref  V3IdlYAngle  siaf_V2ref  siaf_V3ref  siaf_V3IdlYAngle
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003004_02101_00001_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd    206.407   -697.765        -1.241204 118.413915 -487.483108    -0.309663  120.620865 -527.541137         -0.546442
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003004_02101_00002_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd    206.407   -697.765        -1.241204 118.416611 -487.483035    -0.309584  120.620865 -527.541137         -0.546442
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003004_02101_00003_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd    206.407   -697.765        -1.241204 118.404154 -487.486626    -0.312767  120.620865 -527.541137         -0.546442
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003004_02101_00004_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd    206.407   -697.765        -1.241204 118.406322 -487.485532    -0.311455  120.620865 -527.541137         -0.546442
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003004_02101_00005_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd    206.407   -697.765        -1.241204 118.422744 -487.477800    -0.307365  120.620865 -527.541137         -0.546442
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003004_02101_00006_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd    206.407   -697.765        -1.241204 118.420626 -487.478562    -0.309245  120.620865 -527.541137         -0.546442
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003005_02101_00001_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd    206.407   -697.765        -1.241204 118.420622 -487.477399    -0.306550  120.620865 -527.541137         -0.546442
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003005_02101_00002_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd    206.407   -697.765        -1.241204 118.416208 -487.481176    -0.309003  120.620865 -527.541137         -0.546442
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003005_02101_00003_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd    206.407   -697.765        -1.241204 118.425097 -487.480360    -0.307129  120.620865 -527.541137         -0.546442
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003005_02101_00004_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd        NaN        NaN              NaN        NaN         NaN          NaN         NaN         NaN               NaN
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003006_02101_00001_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd        NaN        NaN              NaN        NaN         NaN          NaN         NaN         NaN               NaN
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003006_02101_00002_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd        NaN        NaN              NaN        NaN         NaN          NaN         NaN         NaN               NaN
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003006_02101_00003_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd        NaN        NaN              NaN        NaN         NaN          NaN         NaN         NaN               NaN
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003006_02101_00004_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd        NaN        NaN              NaN        NaN         NaN          NaN         NaN         NaN               NaN
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003013_02101_00001_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd        NaN        NaN              NaN        NaN         NaN          NaN         NaN         NaN               NaN
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003013_02101_00002_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd        NaN        NaN              NaN        NaN         NaN          NaN         NaN         NaN               NaN
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003013_02101_00003_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd        NaN        NaN              NaN        NaN         NaN          NaN         NaN         NaN               NaN
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003013_02101_00004_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd        NaN        NaN              NaN        NaN         NaN          NaN         NaN         NaN               NaN
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003013_02101_00005_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd        NaN        NaN              NaN        NaN         NaN          NaN         NaN         NaN               NaN
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003013_02101_00006_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd        NaN        NaN              NaN        NaN         NaN          NaN         NaN         NaN               NaN
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003014_02101_00001_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd        NaN        NaN              NaN        NaN         NaN          NaN         NaN         NaN               NaN
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003014_02101_00002_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd        NaN        NaN              NaN        NaN         NaN          NaN         NaN         NaN               NaN
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003014_02101_00003_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd        NaN        NaN              NaN        NaN         NaN          NaN         NaN         NaN               NaN
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003014_02101_00004_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd        NaN        NaN              NaN        NaN         NaN          NaN         NaN         NaN               NaN
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003015_02101_00001_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd        NaN        NaN              NaN        NaN         NaN          NaN         NaN         NaN               NaN
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003015_02101_00002_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd        NaN        NaN              NaN        NaN         NaN          NaN         NaN         NaN               NaN
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003015_02101_00003_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd        NaN        NaN              NaN        NaN         NaN          NaN         NaN         NaN               NaN
/ifs/jwst/wit/nircam/distortions/coron_test/4447/JHAT-4447-A1-F210M-RND-GAIA/jw04447003015_02101_00004_nrca1_jhat.fits  04447 nrca1_full  f210m maskrnd        NaN        NaN              NaN        NaN         NaN          NaN         NaN         NaN               NaN
